Customer ID,Age,Gender,City,City Tier,Acquisition Channel,Product Category,Product Price (INR),Discount Applied (%),Final Order Value (INR),Delivery Time (days),Return Status,Return Reason,Customer Satisfaction Score,Repeat Purchase,Number of Previous Orders
CUST0484,49,Female,Delhi,Tier 1,Referral,Decor,5661,38,3509.82,10,No,,5,Yes,2
CUST0485,24,Male,Lucknow,Tier 2,Instagram Ad,Bed,41220,0,41220.0,10,No,,3,Yes,10
CUST0486,53,Male,Bengaluru,Tier 1,Instagram Ad,Storage Unit,11158,40,6694.8,13,No,,4,Yes,9
CUST0487,48,Male,Bengaluru,Tier 1,Instagram Ad,Bed,43386,4,41650.56,18,No,,3,Yes,2
CUST0488,44,Male,Pune,Tier 1,Google Search,Storage Unit,22998,17,19088.34,20,Yes,Wrong Product,3,Yes,5
CUST0489,46,Female,Pune,Tier 1,Google Search,Dining Set,39181,12,34479.28,11,No,,4,No,1
CUST0490,19,Male,Indore,Tier 2,Email Campaign,Decor,4998,24,3798.48,8,No,,4,Yes,7
CUST0491,38,Male,Indore,Tier 2,Google Search,Bed,26357,28,18977.04,5,Yes,Changed Mind,4,Yes,9
CUST0492,33,Male,Indore,Tier 2,Instagram Ad,Bed,44670,24,33949.2,7,No,,5,Yes,4
CUST0493,46,Female,Jaipur,Tier 2,Referral,Bed,16449,1,16284.51,11,No,,4,Yes,5
CUST0494,35,Male,Indore,Tier 2,Referral,Bed,41950,0,41950.0,3,No,,5,No,0
CUST0495,35,Female,Bengaluru,Tier 1,Email Campaign,Bed,25345,40,15207.0,6,Yes,Damaged,5,Yes,7
CUST0496,47,Female,Mumbai,Tier 1,Google Search,Decor,9362,38,5804.44,12,No,,3,Yes,0
CUST0497,43,Female,Delhi,Tier 1,Instagram Ad,Storage Unit,18050,6,16967.0,20,Yes,Damaged,2,Yes,0
CUST0498,41,Female,Bengaluru,Tier 1,Referral,Storage Unit,15465,5,14691.75,8,No,,3,No,7
CUST0499,47,Female,Indore,Tier 2,Google Search,Bed,22995,34,15176.7,13,No,,3,No,8
CUST0500,39,Male,Lucknow,Tier 2,Referral,Sofa,24368,37,15351.84,16,No,,3,No,6
CUST0501,43,Female,Mumbai,Tier 1,Influencer,Storage Unit,26300,0,26300.0,8,No,,4,Yes,10
CUST0502,32,Female,Mumbai,Tier 1,Email Campaign,Storage Unit,24969,16,20973.96,9,No,,4,Yes,4
CUST0503,18,Female,Pune,Tier 1,Email Campaign,Dining Set,50769,9,46199.79,20,No,,2,Yes,5
CUST0504,50,Male,Delhi,Tier 1,Influencer,Dining Set,35285,32,23993.8,15,No,,2,No,6
CUST0505,20,Male,Jaipur,Tier 2,Email Campaign,Dining Set,53908,1,53368.92,3,No,,5,Yes,9
CUST0506,31,Female,Delhi,Tier 1,Google Search,Bed,38110,2,37347.8,20,No,,2,No,10
CUST0507,29,Female,Lucknow,Tier 2,Instagram Ad,Sofa,24321,29,17267.91,6,No,,4,No,0
CUST0508,53,Female,Surat,Tier 2,Email Campaign,Dining Set,34667,16,29120.28,16,No,,3,Yes,10
CUST0509,41,Female,Lucknow,Tier 2,Instagram Ad,Bed,22382,21,17681.78,3,Yes,Damaged,5,Yes,10
CUST0510,47,Female,Mumbai,Tier 1,Google Search,Decor,5920,1,5860.8,11,No,,4,Yes,3
CUST0511,26,Female,Bengaluru,Tier 1,Instagram Ad,Decor,3708,17,3077.64,12,No,,3,Yes,3
CUST0512,44,Male,Jaipur,Tier 2,Influencer,Storage Unit,15162,19,12281.22,17,No,,3,No,10
CUST0513,36,Male,Jaipur,Tier 2,Influencer,Dining Set,32259,25,24194.25,16,No,,3,No,4
CUST0514,53,Male,Mumbai,Tier 1,Influencer,Storage Unit,12272,2,12026.56,13,No,,4,Yes,0
CUST0515,33,Male,Surat,Tier 2,Instagram Ad,Decor,7965,0,7965.0,19,No,,3,No,6
CUST0516,20,Female,Indore,Tier 2,Influencer,Dining Set,37097,25,27822.75,16,Yes,Changed Mind,2,No,6
CUST0517,51,Female,Jaipur,Tier 2,Google Search,Sofa,54305,13,47245.35,14,No,,4,Yes,0
CUST0518,32,Male,Jaipur,Tier 2,Instagram Ad,Storage Unit,29475,39,17979.75,4,No,,5,Yes,9
CUST0519,36,Female,Indore,Tier 2,Influencer,Storage Unit,14273,19,11561.13,16,No,,4,Yes,1
CUST0520,24,Female,Jaipur,Tier 2,Referral,Decor,6311,35,4102.15,20,No,,2,Yes,3
CUST0521,54,Male,Indore,Tier 2,Referral,Storage Unit,22900,36,14656.0,18,No,,3,No,2
CUST0522,52,Male,Jaipur,Tier 2,Google Search,Bed,16172,10,14554.8,8,No,,4,Yes,7
CUST0523,30,Female,Pune,Tier 1,Google Search,Storage Unit,18358,33,12299.86,11,No,,4,No,0
CUST0524,34,Female,Jaipur,Tier 2,Google Search,Bed,18203,17,15108.49,7,No,,5,Yes,2
CUST0525,25,Female,Indore,Tier 2,Email Campaign,Decor,4518,11,4021.02,11,No,,3,Yes,4
CUST0526,47,Male,Delhi,Tier 1,Influencer,Storage Unit,18492,13,16088.04,18,No,,2,Yes,5
CUST0527,23,Male,Surat,Tier 2,Referral,Bed,28440,25,21330.0,8,No,,4,Yes,5
CUST0528,41,Male,Delhi,Tier 1,Referral,Dining Set,33047,20,26437.6,8,No,,4,Yes,4
CUST0529,42,Male,Delhi,Tier 1,Google Search,Storage Unit,29304,31,20219.76,14,Yes,Wrong Product,3,Yes,8
CUST0530,19,Female,Mumbai,Tier 1,Instagram Ad,Storage Unit,24615,22,19199.7,9,No,,4,Yes,7
CUST0531,28,Female,Jaipur,Tier 2,Google Search,Sofa,40914,17,33958.62,16,No,,3,No,4
CUST0532,54,Female,Delhi,Tier 1,Referral,Storage Unit,21472,12,18895.36,10,No,,3,No,8
CUST0533,30,Male,Delhi,Tier 1,Email Campaign,Dining Set,40223,0,40223.0,14,No,,4,Yes,4
CUST0534,35,Male,Bengaluru,Tier 1,Email Campaign,Sofa,22663,11,20170.07,4,No,,5,Yes,10
CUST0535,26,Female,Indore,Tier 2,Email Campaign,Storage Unit,21569,36,13804.16,9,No,,4,Yes,6
CUST0536,24,Female,Jaipur,Tier 2,Influencer,Decor,3892,40,2335.2,16,No,,3,Yes,1
CUST0537,54,Male,Surat,Tier 2,Email Campaign,Dining Set,26446,14,22743.56,18,No,,2,No,3
CUST0538,47,Male,Jaipur,Tier 2,Influencer,Decor,7380,26,5461.2,9,No,,3,No,7
CUST0539,22,Female,Surat,Tier 2,Google Search,Decor,9075,25,6806.25,7,No,,3,No,3
CUST0540,24,Female,Jaipur,Tier 2,Instagram Ad,Sofa,37772,13,32861.64,13,No,,3,No,9
CUST0541,27,Female,Surat,Tier 2,Influencer,Decor,9959,9,9062.69,13,No,,4,Yes,4
CUST0542,51,Female,Lucknow,Tier 2,Email Campaign,Sofa,65903,39,40200.83,6,No,,5,Yes,8
CUST0543,22,Female,Bengaluru,Tier 1,Google Search,Bed,20629,33,13821.43,11,Yes,Changed Mind,4,Yes,1
CUST0544,43,Male,Mumbai,Tier 1,Influencer,Sofa,38799,26,28711.26,5,No,,5,Yes,9
CUST0545,51,Male,Mumbai,Tier 1,Instagram Ad,Dining Set,18835,6,17704.9,4,No,,5,Yes,7
CUST0546,47,Female,Pune,Tier 1,Referral,Sofa,55919,12,49208.72,17,No,,3,No,10
CUST0547,37,Male,Indore,Tier 2,Influencer,Bed,21997,11,19577.33,6,No,,4,Yes,6
CUST0548,35,Female,Surat,Tier 2,Influencer,Decor,8060,14,6931.6,19,No,,2,Yes,1
CUST0549,30,Male,Pune,Tier 1,Email Campaign,Storage Unit,23155,18,18987.1,15,No,,3,No,1
CUST0550,31,Male,Delhi,Tier 1,Email Campaign,Sofa,33833,37,21314.79,21,No,,2,No,4
CUST0551,30,Female,Mumbai,Tier 1,Instagram Ad,Bed,16168,4,15521.28,10,No,,4,Yes,3
CUST0552,24,Female,Indore,Tier 2,Referral,Decor,4626,35,3006.9,14,No,,3,No,9
CUST0553,38,Female,Jaipur,Tier 2,Instagram Ad,Storage Unit,28606,15,24315.1,16,No,,1,Yes,5
CUST0554,52,Male,Jaipur,Tier 2,Referral,Dining Set,19407,32,13196.76,3,No,,5,Yes,2
CUST0555,30,Male,Mumbai,Tier 1,Instagram Ad,Decor,1997,19,1617.57,14,No,,3,Yes,6
CUST0556,44,Male,Mumbai,Tier 1,Google Search,Decor,7354,6,6912.76,12,No,,3,Yes,9
CUST0557,55,Male,Lucknow,Tier 2,Email Campaign,Storage Unit,21330,16,17917.2,7,Yes,Changed Mind,5,Yes,3
CUST0558,31,Male,Indore,Tier 2,Google Search,Storage Unit,22531,23,17348.87,11,No,,5,Yes,3
CUST0559,49,Female,Delhi,Tier 1,Instagram Ad,Bed,32106,11,28574.34,20,No,,3,No,2
CUST0560,27,Male,Lucknow,Tier 2,Referral,Storage Unit,25303,34,16699.98,21,Yes,Damaged,2,No,3
CUST0561,51,Male,Bengaluru,Tier 1,Influencer,Storage Unit,18095,31,12485.55,20,No,,3,Yes,1
CUST0562,52,Female,Delhi,Tier 1,Email Campaign,Storage Unit,22266,8,20484.72,11,No,,4,Yes,7
CUST0563,21,Male,Indore,Tier 2,Instagram Ad,Storage Unit,17219,38,10675.78,14,Yes,Quality Issue,3,No,6
CUST0564,29,Male,Mumbai,Tier 1,Google Search,Bed,20470,11,18218.3,12,Yes,Changed Mind,3,Yes,4
CUST0565,51,Female,Delhi,Tier 1,Google Search,Sofa,42990,29,30522.9,14,Yes,Quality Issue,4,Yes,10
CUST0566,49,Male,Indore,Tier 2,Referral,Decor,4250,33,2847.5,14,No,,4,Yes,5
CUST0567,34,Female,Indore,Tier 2,Referral,Sofa,31826,2,31189.48,14,Yes,Changed Mind,2,Yes,7
CUST0568,41,Male,Jaipur,Tier 2,Referral,Sofa,48552,26,35928.48,15,No,,3,No,2
CUST0569,52,Male,Bengaluru,Tier 1,Instagram Ad,Storage Unit,8687,34,5733.42,14,Yes,Damaged,3,Yes,10
CUST0570,20,Male,Delhi,Tier 1,Influencer,Bed,47332,1,46858.68,13,No,,3,Yes,10
CUST0571,33,Female,Delhi,Tier 1,Email Campaign,Storage Unit,22419,38,13899.78,9,Yes,Changed Mind,5,Yes,9
CUST0572,51,Male,Bengaluru,Tier 1,Referral,Dining Set,43092,25,32319.0,13,Yes,Wrong Product,5,Yes,6
CUST0573,24,Male,Jaipur,Tier 2,Instagram Ad,Decor,6185,5,5875.75,11,No,,4,No,1
CUST0574,37,Male,Jaipur,Tier 2,Influencer,Dining Set,58828,22,45885.84,16,No,,2,No,5
CUST0575,48,Female,Mumbai,Tier 1,Google Search,Decor,9240,32,6283.2,20,No,,2,No,5
CUST0576,51,Female,Lucknow,Tier 2,Google Search,Sofa,35994,17,29875.02,3,No,,5,Yes,5
CUST0577,44,Female,Indore,Tier 2,Google Search,Decor,4535,4,4353.6,9,No,,4,Yes,10
CUST0578,32,Female,Lucknow,Tier 2,Google Search,Decor,4258,37,2682.54,7,No,,5,Yes,6
CUST0579,50,Female,Surat,Tier 2,Google Search,Dining Set,36312,28,26144.64,21,No,,1,No,7
CUST0580,35,Male,Bengaluru,Tier 1,Instagram Ad,Dining Set,29232,20,23385.6,9,Yes,Quality Issue,3,Yes,5
CUST0581,19,Female,Lucknow,Tier 2,Influencer,Dining Set,45938,30,32156.6,9,Yes,Quality Issue,4,Yes,3
CUST0582,27,Female,Jaipur,Tier 2,Influencer,Sofa,28772,8,26470.24,4,No,,5,No,1
CUST0583,55,Male,Pune,Tier 1,Influencer,Decor,1048,5,995.6,18,No,,2,Yes,9
CUST0584,48,Male,Delhi,Tier 1,Referral,Decor,5366,15,4561.1,3,Yes,Quality Issue,4,Yes,4
CUST0585,28,Female,Jaipur,Tier 2,Instagram Ad,Sofa,36821,26,27247.54,8,No,,5,Yes,5
CUST0586,46,Female,Jaipur,Tier 2,Instagram Ad,Decor,9391,20,7512.8,10,No,,4,Yes,9
CUST0587,46,Female,Lucknow,Tier 2,Influencer,Sofa,45993,28,33114.96,18,No,,2,No,4
CUST0588,45,Female,Surat,Tier 2,Email Campaign,Decor,6192,26,4582.08,15,No,,3,No,9
CUST0589,42,Female,Jaipur,Tier 2,Email Campaign,Sofa,64678,35,42040.7,11,No,,4,No,0
CUST0590,40,Female,Bengaluru,Tier 1,Influencer,Decor,9505,5,9029.75,4,No,,5,Yes,9
CUST0591,20,Female,Indore,Tier 2,Referral,Decor,5631,19,4561.11,3,Yes,Wrong Product,5,Yes,4
CUST0592,52,Female,Surat,Tier 2,Influencer,Storage Unit,16089,12,14158.32,3,No,,5,Yes,7
CUST0593,22,Male,Pune,Tier 1,Email Campaign,Dining Set,52768,14,45380.48,18,No,,2,Yes,0
CUST0594,29,Male,Delhi,Tier 1,Instagram Ad,Dining Set,27318,40,16390.8,12,Yes,Quality Issue,4,No,1
CUST0595,30,Male,Delhi,Tier 1,Influencer,Bed,37372,14,32139.92,4,No,,5,Yes,3
CUST0596,33,Female,Surat,Tier 2,Referral,Dining Set,55999,29,39759.29,6,No,,5,Yes,8
CUST0597,35,Female,Mumbai,Tier 1,Instagram Ad,Decor,5402,21,4267.58,13,Yes,Changed Mind,4,Yes,3
CUST0598,38,Male,Delhi,Tier 1,Influencer,Sofa,21044,35,13678.6,14,Yes,Wrong Product,3,No,6
CUST0599,37,Female,Lucknow,Tier 2,Referral,Dining Set,55960,30,39172.0,16,Yes,Wrong Product,2,Yes,10
CUST0600,29,Male,Mumbai,Tier 1,Email Campaign,Dining Set,58164,17,48276.12,18,No,,2,Yes,3
CUST0601,46,Male,Mumbai,Tier 1,Google Search,Sofa,37513,31,25883.97,12,Yes,Damaged,4,Yes,3
CUST0602,33,Male,Indore,Tier 2,Referral,Bed,21533,28,15503.76,17,Yes,Changed Mind,2,Yes,3
CUST0603,55,Male,Bengaluru,Tier 1,Influencer,Sofa,40541,37,25540.83,15,No,,3,Yes,3
CUST0604,26,Female,Lucknow,Tier 2,Instagram Ad,Bed,44483,33,29803.61,14,No,,3,No,4
CUST0605,20,Female,Indore,Tier 2,Influencer,Dining Set,52929,11,47106.81,5,No,,4,Yes,8
CUST0606,48,Female,Mumbai,Tier 1,Google Search,Dining Set,35548,38,22039.76,14,No,,3,Yes,2
CUST0607,51,Male,Surat,Tier 2,Referral,Sofa,28012,4,26891.52,12,No,,4,Yes,10
CUST0608,29,Male,Jaipur,Tier 2,Influencer,Dining Set,20073,23,15456.21,8,No,,5,Yes,10
CUST0609,47,Female,Delhi,Tier 1,Google Search,Dining Set,57897,17,48054.51,6,No,,4,No,1
CUST0610,40,Male,Mumbai,Tier 1,Google Search,Bed,30635,39,18687.35,21,Yes,Quality Issue,2,No,4
CUST0611,33,Male,Bengaluru,Tier 1,Google Search,Dining Set,24825,28,17874.0,9,No,,4,Yes,4
CUST0612,43,Male,Surat,Tier 2,Email Campaign,Storage Unit,29575,4,28392.0,12,No,,4,Yes,4
CUST0613,23,Female,Pune,Tier 1,Google Search,Bed,37368,17,31015.44,20,No,,2,No,0
CUST0614,34,Male,Indore,Tier 2,Email Campaign,Sofa,64247,17,53325.01,11,No,,5,Yes,7
CUST0615,42,Male,Delhi,Tier 1,Email Campaign,Sofa,40390,11,35947.1,5,No,,5,Yes,6
CUST0616,51,Male,Mumbai,Tier 1,Referral,Sofa,21524,8,19802.08,17,No,,3,No,3
CUST0617,22,Male,Lucknow,Tier 2,Referral,Sofa,30871,5,29327.45,18,No,,3,Yes,1
CUST0618,41,Male,Mumbai,Tier 1,Influencer,Storage Unit,25348,0,25348.0,20,No,,3,No,8
CUST0619,49,Female,Bengaluru,Tier 1,Referral,Sofa,20028,34,13218.48,18,No,,2,Yes,9
CUST0620,42,Female,Delhi,Tier 1,Instagram Ad,Sofa,21906,39,13362.66,5,No,,4,Yes,9
CUST0621,23,Male,Jaipur,Tier 2,Influencer,Dining Set,33193,17,27550.19,11,No,,3,No,0
CUST0622,29,Male,Pune,Tier 1,Influencer,Storage Unit,19692,16,16541.28,10,No,,4,Yes,9
CUST0623,47,Female,Delhi,Tier 1,Email Campaign,Decor,1392,20,1113.6,13,No,,3,No,1
CUST0624,44,Male,Bengaluru,Tier 1,Google Search,Storage Unit,16123,30,11286.1,13,No,,3,No,6
CUST0625,23,Male,Lucknow,Tier 2,Instagram Ad,Decor,3739,20,2991.2,8,No,,4,Yes,8
CUST0626,52,Female,Bengaluru,Tier 1,Email Campaign,Bed,48586,4,46642.56,15,No,,3,Yes,2
CUST0627,37,Female,Delhi,Tier 1,Google Search,Decor,5792,2,5676.16,7,No,,5,Yes,7
CUST0628,40,Female,Pune,Tier 1,Google Search,Storage Unit,16169,38,10024.78,16,No,,3,No,7
CUST0629,41,Female,Jaipur,Tier 2,Instagram Ad,Storage Unit,22842,31,15760.98,20,No,,2,No,4
CUST0630,40,Male,Delhi,Tier 1,Instagram Ad,Storage Unit,11161,4,10714.56,18,No,,3,No,2
CUST0631,30,Female,Mumbai,Tier 1,Instagram Ad,Bed,39340,16,33045.6,13,No,,3,No,3
CUST0632,54,Female,Lucknow,Tier 2,Influencer,Sofa,29120,31,20092.8,19,No,,3,No,2
CUST0633,33,Female,Mumbai,Tier 1,Influencer,Storage Unit,28823,20,23058.4,13,No,,3,No,0
CUST0634,44,Female,Bengaluru,Tier 1,Instagram Ad,Bed,26953,35,17519.45,18,No,,2,No,0
CUST0635,23,Male,Delhi,Tier 1,Google Search,Bed,43251,37,27248.13,5,No,,4,Yes,6
CUST0636,46,Female,Lucknow,Tier 2,Instagram Ad,Decor,4253,6,3997.82,16,No,,3,No,9
CUST0637,35,Female,Indore,Tier 2,Google Search,Storage Unit,11513,23,8865.01,15,No,,4,Yes,10
CUST0638,45,Male,Jaipur,Tier 2,Referral,Sofa,42754,7,39761.22,12,Yes,Damaged,4,Yes,5
CUST0639,43,Female,Lucknow,Tier 2,Google Search,Dining Set,27190,35,17673.5,21,No,,2,No,4
CUST0640,25,Male,Pune,Tier 1,Referral,Storage Unit,23153,37,14586.39,21,No,,2,No,10
CUST0641,45,Male,Jaipur,Tier 2,Instagram Ad,Sofa,35357,13,30760.59,12,Yes,Wrong Product,4,Yes,2
CUST0642,49,Female,Jaipur,Tier 2,Email Campaign,Sofa,31434,14,27033.24,21,No,,2,No,5
CUST0643,34,Male,Jaipur,Tier 2,Google Search,Storage Unit,28850,34,19041.0,7,No,,4,Yes,7
CUST0644,34,Female,Indore,Tier 2,Influencer,Dining Set,55259,35,35918.35,14,No,,4,No,1
CUST0645,41,Female,Indore,Tier 2,Google Search,Storage Unit,13072,31,9019.68,16,No,,2,No,10
CUST0646,45,Female,Surat,Tier 2,Influencer,Dining Set,21285,23,16389.45,3,No,,5,Yes,1
CUST0647,25,Female,Lucknow,Tier 2,Referral,Decor,8637,34,5700.42,12,No,,3,Yes,1
CUST0648,51,Male,Pune,Tier 1,Influencer,Decor,1992,33,1334.64,10,Yes,Damaged,3,No,6
CUST0649,45,Male,Lucknow,Tier 2,Referral,Storage Unit,17677,37,11136.51,6,No,,4,Yes,8
CUST0650,40,Male,Pune,Tier 1,Google Search,Sofa,32537,19,26354.97,21,No,,2,No,10
CUST0651,36,Male,Delhi,Tier 1,Referral,Dining Set,20105,8,18496.6,18,Yes,Damaged,2,No,9
CUST0652,31,Male,Surat,Tier 2,Google Search,Sofa,21214,3,20577.58,21,No,,2,Yes,2
CUST0653,46,Male,Bengaluru,Tier 1,Google Search,Dining Set,56756,40,34053.6,20,No,,2,Yes,5
CUST0654,50,Male,Mumbai,Tier 1,Influencer,Sofa,66428,32,45171.04,12,No,,4,Yes,1
CUST0655,25,Male,Lucknow,Tier 2,Google Search,Decor,4551,26,3367.74,3,Yes,Damaged,5,Yes,7
CUST0656,20,Female,Delhi,Tier 1,Google Search,Bed,16777,6,15770.38,17,No,,3,Yes,4
CUST0657,49,Male,Indore,Tier 2,Influencer,Dining Set,26998,34,17818.68,19,No,,2,No,4
CUST0658,38,Female,Lucknow,Tier 2,Email Campaign,Bed,18232,15,15497.2,11,No,,3,Yes,0
CUST0659,20,Male,Jaipur,Tier 2,Influencer,Sofa,56613,12,49819.44,3,No,,5,Yes,7
CUST0660,31,Male,Delhi,Tier 1,Instagram Ad,Bed,45936,10,41342.4,6,No,,4,Yes,6
CUST0661,33,Male,Surat,Tier 2,Email Campaign,Storage Unit,16989,11,15120.21,5,No,,5,Yes,10
CUST0662,43,Female,Bengaluru,Tier 1,Instagram Ad,Bed,18641,28,13421.52,9,Yes,Quality Issue,5,Yes,6
CUST0663,48,Female,Mumbai,Tier 1,Instagram Ad,Sofa,61964,12,54528.32,6,No,,5,No,1
CUST0664,31,Male,Pune,Tier 1,Instagram Ad,Sofa,66219,36,42380.16,11,No,,4,Yes,6
CUST0665,55,Female,Jaipur,Tier 2,Referral,Decor,2054,36,1314.56,18,No,,3,No,2
CUST0666,34,Female,Indore,Tier 2,Influencer,Decor,4620,21,3649.8,10,No,,3,Yes,0
CUST0667,25,Female,Surat,Tier 2,Email Campaign,Dining Set,24895,7,23152.35,12,Yes,Quality Issue,4,Yes,1
CUST0668,29,Female,Jaipur,Tier 2,Instagram Ad,Bed,41201,30,28840.7,14,Yes,Wrong Product,2,No,6
CUST0669,22,Female,Lucknow,Tier 2,Instagram Ad,Sofa,37358,31,25777.02,8,No,,4,Yes,2
CUST0670,22,Male,Surat,Tier 2,Instagram Ad,Sofa,42942,9,39077.22,14,No,,3,Yes,4
CUST0671,51,Male,Delhi,Tier 1,Instagram Ad,Dining Set,53036,15,45080.6,16,No,,2,No,3
CUST0672,24,Female,Lucknow,Tier 2,Instagram Ad,Dining Set,45701,33,30619.67,20,Yes,Quality Issue,3,No,6
CUST0673,53,Male,Jaipur,Tier 2,Google Search,Dining Set,29258,37,18432.54,4,Yes,Quality Issue,5,Yes,10
CUST0674,29,Male,Bengaluru,Tier 1,Referral,Dining Set,38968,33,26108.56,6,No,,4,Yes,4
CUST0675,29,Male,Bengaluru,Tier 1,Google Search,Sofa,30420,18,24944.4,17,No,,3,No,1
CUST0676,42,Male,Lucknow,Tier 2,Google Search,Bed,27336,35,17768.4,7,No,,4,Yes,3
CUST0677,53,Female,Mumbai,Tier 1,Instagram Ad,Decor,3374,32,2294.32,9,No,,4,Yes,2
CUST0678,29,Female,Jaipur,Tier 2,Referral,Dining Set,56889,36,36408.96,9,No,,4,Yes,7
CUST0679,19,Male,Lucknow,Tier 2,Email Campaign,Decor,8869,12,7804.72,4,No,,5,No,1
CUST0680,28,Female,Jaipur,Tier 2,Email Campaign,Bed,30764,18,25226.48,9,No,,3,No,5
CUST0681,54,Male,Delhi,Tier 1,Influencer,Bed,48382,18,39673.24,8,No,,4,Yes,1
CUST0682,30,Male,Indore,Tier 2,Influencer,Bed,42250,5,40137.5,20,No,,2,No,9
CUST0683,42,Female,Mumbai,Tier 1,Email Campaign,Storage Unit,26897,40,16138.2,16,Yes,Wrong Product,3,Yes,3
CUST0684,38,Female,Pune,Tier 1,Influencer,Storage Unit,25100,36,16064.0,9,Yes,Damaged,3,No,3
CUST0685,30,Male,Jaipur,Tier 2,Email Campaign,Storage Unit,8519,23,6559.63,5,No,,4,No,1
CUST0686,47,Male,Delhi,Tier 1,Influencer,Decor,7554,13,6571.98,5,No,,5,Yes,2
CUST0687,51,Female,Pune,Tier 1,Google Search,Storage Unit,20764,16,17441.76,10,No,,5,Yes,3
CUST0688,54,Female,Bengaluru,Tier 1,Instagram Ad,Storage Unit,14597,35,9488.05,14,Yes,Quality Issue,4,Yes,10
CUST0689,52,Female,Indore,Tier 2,Instagram Ad,Sofa,57909,40,34745.4,17,No,,4,Yes,5
CUST0690,53,Female,Pune,Tier 1,Instagram Ad,Storage Unit,10763,37,6780.69,13,No,,3,Yes,9
CUST0691,19,Female,Jaipur,Tier 2,Referral,Sofa,31688,23,24399.76,11,No,,4,Yes,8
CUST0692,24,Male,Bengaluru,Tier 1,Google Search,Dining Set,23322,14,20056.92,15,No,,3,Yes,3
CUST0693,22,Male,Delhi,Tier 1,Instagram Ad,Storage Unit,16791,1,16623.09,10,No,,4,Yes,6
CUST0694,18,Female,Delhi,Tier 1,Instagram Ad,Bed,46891,22,36574.98,6,No,,5,Yes,5
CUST0695,18,Male,Surat,Tier 2,Referral,Storage Unit,19716,10,17744.4,15,No,,3,No,5
CUST0696,45,Male,Bengaluru,Tier 1,Referral,Dining Set,52332,36,33492.48,19,No,,4,Yes,9
CUST0697,18,Female,Bengaluru,Tier 1,Email Campaign,Storage Unit,11258,13,9794.46,14,No,,4,Yes,9
CUST0698,26,Female,Delhi,Tier 1,Google Search,Sofa,55969,16,47013.96,9,No,,4,Yes,6
CUST0699,35,Female,Indore,Tier 2,Google Search,Bed,45336,8,41709.12,21,No,,2,No,3
CUST0700,54,Male,Bengaluru,Tier 1,Referral,Bed,23837,18,19546.34,18,No,,3,No,6
CUST0701,21,Male,Indore,Tier 2,Influencer,Decor,4196,16,3524.64,10,No,,4,No,1
CUST0702,52,Male,Jaipur,Tier 2,Email Campaign,Bed,49764,17,41304.12,4,No,,5,Yes,0
CUST0703,40,Female,Delhi,Tier 1,Instagram Ad,Bed,30401,20,24320.8,11,No,,3,No,5
CUST0704,54,Male,Bengaluru,Tier 1,Google Search,Bed,43549,33,29177.83,11,No,,3,No,0
CUST0705,38,Female,Mumbai,Tier 1,Influencer,Decor,2465,13,2144.55,6,No,,5,Yes,9
CUST0706,35,Female,Indore,Tier 2,Google Search,Storage Unit,8818,39,5378.98,8,Yes,Quality Issue,4,Yes,9
CUST0707,51,Female,Lucknow,Tier 2,Instagram Ad,Sofa,43296,38,26843.52,3,No,,4,Yes,3
CUST0708,28,Female,Delhi,Tier 1,Google Search,Decor,9974,27,7281.02,18,Yes,Wrong Product,3,No,10
CUST0709,47,Male,Surat,Tier 2,Instagram Ad,Dining Set,52938,30,37056.6,19,Yes,Wrong Product,2,No,4
CUST0710,42,Male,Bengaluru,Tier 1,Instagram Ad,Storage Unit,20847,8,19179.24,4,Yes,Changed Mind,5,Yes,4
CUST0711,30,Male,Indore,Tier 2,Email Campaign,Storage Unit,8801,9,8008.91,8,No,,4,No,0
CUST0712,37,Male,Pune,Tier 1,Google Search,Sofa,66404,18,54451.28,17,Yes,Changed Mind,3,Yes,5
CUST0713,23,Female,Mumbai,Tier 1,Influencer,Sofa,22889,33,15335.63,11,No,,4,Yes,6
CUST0714,43,Female,Delhi,Tier 1,Instagram Ad,Bed,33706,5,32020.7,13,No,,3,Yes,8
CUST0715,52,Male,Bengaluru,Tier 1,Email Campaign,Sofa,43977,40,26386.2,6,Yes,Damaged,4,No,1
CUST0716,45,Male,Lucknow,Tier 2,Instagram Ad,Decor,3463,33,2320.21,10,Yes,Changed Mind,3,No,10
CUST0717,20,Male,Mumbai,Tier 1,Google Search,Bed,31713,3,30761.61,5,No,,5,Yes,10
CUST0718,35,Female,Pune,Tier 1,Instagram Ad,Sofa,36304,30,25412.8,10,No,,4,Yes,9
CUST0719,26,Female,Lucknow,Tier 2,Email Campaign,Decor,9210,7,8565.3,10,No,,3,No,5
CUST0720,28,Female,Pune,Tier 1,Influencer,Decor,7111,10,6399.9,5,No,,5,Yes,4
CUST0721,30,Male,Bengaluru,Tier 1,Instagram Ad,Storage Unit,25253,29,17929.63,14,No,,3,No,3
CUST0722,36,Female,Pune,Tier 1,Referral,Storage Unit,24460,25,18345.0,8,Yes,Changed Mind,4,Yes,9
CUST0723,37,Male,Mumbai,Tier 1,Instagram Ad,Decor,1244,1,1231.56,12,No,,3,Yes,8
CUST0724,20,Male,Mumbai,Tier 1,Influencer,Decor,4374,15,3717.9,4,No,,5,No,0
CUST0725,32,Male,Pune,Tier 1,Influencer,Dining Set,55876,32,37995.68,14,No,,2,Yes,6
